"","data_train_30$X","SeriousDlqin2yrs","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents"
"6096",34862,0,0.054769765,82,0,0.465667915,800,11,0,0,0,0
"6097",34866,0,0.020098995,46,0,0.948532539,2350,5,0,2,0,2
"6098",34877,1,0.96424589,44,1,0.322289747,5100,7,0,0,0,4
"6099",34883,0,0.355149532,57,0,0.044301401,2640,1,0,0,0,0
"6100",34893,0,0.025529317,34,0,0.380161984,10000,10,0,2,0,2
"6101",34895,1,0.9999999,36,0,0.130423139,3733,1,3,0,0,0
"6102",34902,0,0.300380769,44,0,0.29961181,8500,16,0,2,0,2
"6103",34903,0,0.465807682,51,1,1.045070847,6633,14,0,3,0,0
"6104",34908,0,0.276531924,38,0,0.124058396,15000,2,0,1,0,0
"6105",34910,0,0.755628818,40,1,0.221565098,11666,11,0,1,1,2
"6106",34917,0,0.082841513,51,1,0.376110332,12833,15,0,5,0,3
"6107",34919,0,0.000327858,58,1,0.234316541,11492,4,0,1,0,0
"6108",34927,0,0.016084253,75,0,0.246475352,10000,26,0,2,0,0
"6109",34929,0,0.291509928,44,0,0.651388514,11126,10,0,3,0,2
"6110",34940,0,0.600404,67,0,0.502629237,12360,15,0,3,0,3
"6111",34946,1,0.9999999,32,3,0.813767091,2120,3,0,1,0,4
"6112",34953,0,0.68298153,29,0,0.176596395,3272,8,1,0,0,1
"6113",34954,0,0.356743583,45,0,0.305055698,3500,8,0,0,0,2
"6114",34955,0,0.163279523,54,2,0.138803825,16000,21,0,1,0,1
"6115",34963,0,0.548792022,62,0,0.353724803,11409,13,0,1,0,1
"6116",34965,0,0.009788443,73,1,0.112222092,8500,7,0,1,0,0
"6117",34973,1,0.820276623,42,0,0.691323471,2500,5,0,0,0,0
"6118",34975,0,0.259037054,63,1,0.435512897,5000,18,0,2,0,0
"6119",34984,1,0.794027886,55,2,0.341575463,7400,11,3,1,1,2
"6120",34988,1,0.491674275,34,0,0.146644941,6750,9,0,0,0,0
"6121",34993,0,0.57395585,28,3,0.086348191,5002,8,0,0,0,2
"6122",34998,0,0.108961598,55,1,0.772395233,2600,15,0,2,0,2
"6123",35003,1,0.002158816,69,0,0.416775315,2300,11,0,1,0,3
"6124",35006,0,0.684663067,50,0,0.391875888,8443,5,0,2,0,3
"6125",35015,0,0.500988609,45,0,0.51934108,6798,12,0,1,0,3
"6126",35020,0,0.806701802,36,0,0.88834884,7200,19,0,2,0,0
"6127",35024,1,0.619591259,76,0,0.39610065,6000,12,0,1,1,2
"6128",35033,0,0.249461748,26,0,0.882352941,764,4,0,0,0,0
"6129",35039,0,0.464535465,56,1,0.18468824,2533,2,0,1,0,0
"6130",35057,0,0.016727273,50,0,0.003142558,10500,20,1,0,0,0
"6131",35058,1,0.217901289,62,0,0.129671432,3986,9,0,0,0,0
"6132",35063,1,0.9999999,45,0,0.347033992,4500,3,1,1,1,1
"6133",35076,1,0.958833589,33,1,1.426946632,8000,9,0,3,0,0
"6134",35081,0,0.3445477,45,0,0.030698659,2833,3,0,0,0,0
"6135",35084,0,0,42,0,0.259667696,6800,6,0,1,0,0
"6136",35085,0,0.021679884,65,0,0.072992701,10000,8,0,1,0,0
"6137",35099,0,0.004618448,37,0,0.788515017,14383,9,0,4,0,0
"6138",35102,0,0.239375328,36,0,0.054885261,4226,4,0,0,0,0
"6139",35103,0,0.054597231,43,0,0.541537401,2900,15,0,1,0,2
"6140",35119,0,0.245489024,27,0,0.03409659,10000,6,0,0,0,0
"6141",35126,0,0.05392069,55,0,0.07140702,9942,14,0,1,0,1
"6142",35136,1,1.103689631,27,0,0.121077889,5417,6,0,0,1,0
"6143",35139,0,0.124715935,44,0,0.388710785,8733,3,0,2,0,2
"6144",35140,0,0.490625469,58,2,0.344017094,6083,8,0,1,2,0
"6145",35141,0,0,38,0,0.549102863,7300,10,0,2,0,2
"6146",35142,0,0.18871542,38,0,0.827564103,4679,10,0,2,0,1
"6147",35146,1,1.013589129,48,0,0.107101816,4350,7,0,0,0,0
"6148",35147,0,0.00604378,75,0,0.321999595,9881,11,0,2,0,0
"6149",35153,0,0.196545504,54,0,0.371392158,13338,12,0,2,0,0
"6150",35162,0,0.9999999,79,0,0.269932517,4000,1,0,1,0,1
"6151",35167,0,0.279441118,22,0,0.001480933,2700,1,0,0,0,0
"6152",35168,0,0,81,0,0,4640.21980994468,1,0,0,0,0.367353023973503
"6153",35173,0,0.034702534,61,0,0.049678981,9500,7,0,0,0,0
"6154",35176,1,0.956087824,38,2,0.324957167,1750,7,1,0,0,1
"6155",35181,0,0.477480557,61,1,0.207559982,4417,8,1,0,0,0
"6156",35182,0,0.120039531,59,3,0.525923016,5091,15,0,2,0,0
"6157",35185,0,0.9999999,70,0,0,2473,5,0,0,0,0
"6158",35196,1,0.007539247,32,0,0.17601043,2300,12,0,0,0,2
"6159",35203,1,0.439780785,43,0,0.104196967,9625,7,0,0,0,0
"6160",35206,0,0.510437422,64,0,0.808399458,5166,12,0,3,0,0
"6161",35209,0,0.091622843,25,0,0.641705069,867,3,0,0,0,0
"6162",35219,0,0.070542889,50,0,0.204417237,8330,4,0,2,0,0
"6163",35222,0,0.625764655,67,1,0.51628866,7274,16,0,2,0,0
"6164",35228,0,0.9999999,77,0,0,435,1,0,0,0,0
"6165",35235,1,0.9999999,42,0,0.303239352,3333,1,2,0,0,3
"6166",35253,0,0.053394355,77,0,0.030271031,2840,7,0,0,0,0
"6167",35254,1,0.9999999,27,1,0.108420351,4500,2,1,0,0,1
"6168",35257,0,0.009999571,68,0,0.205680705,9188,5,0,1,0,0
"6169",35266,0,0.026292219,43,1,0.13451731,16666,11,0,1,0,2
"6170",35271,1,0.298804781,39,0,0.02270663,1100,1,2,0,0,4
"6171",35283,0,0.327607966,54,0,0.140607424,8000,10,0,0,0,1
"6172",35284,0,0.019670573,80,0,0.016431925,2555,24,0,0,0,0
"6173",35288,1,0.231179214,31,1,0.02444842,5030,3,1,0,1,2
"6174",35293,0,0.013662614,61,1,0.464522838,12500,14,0,5,0,0
"6175",35301,0,0,47,1,0.464956136,10600,16,0,7,0,1
"6176",35302,0,0.011352273,43,0,0.095272104,7000,4,0,1,0,0
"6177",35307,0,0.784530387,34,0,0.225215744,4750,8,0,1,0,0
"6178",35316,0,0.199478117,56,0,0.268831492,12040,12,0,1,0,1
"6179",35317,0,0.706184831,35,0,0.306126159,5500,6,0,1,0,0
"6180",35326,0,0.202052437,70,0,0.956668923,2953,12,0,1,0,1
"6181",35330,0,0.02489372,61,0,0.109228203,11388,7,0,2,0,1
"6182",35331,0,0.149900067,23,0,0.219830899,1300,2,0,0,0,0
"6183",35332,1,0.091960849,64,0,0.38958037,5623,18,0,2,0,2
"6184",35336,0,0.442248051,31,0,0.528376704,4034,9,0,1,0,1
"6185",35338,0,0.792008259,35,0,0.498172403,6565,8,0,1,0,5
"6186",35345,0,1.155042203,47,0,0.59415834,1300,4,0,0,0,0
"6187",35346,0,0.9999999,76,0,0.001249896,12000,1,0,0,0,1
"6188",35355,1,0.168316252,54,0,0.008515643,70575,4,1,0,1,1
"6189",35363,1,0.9999999,40,1,0.111972007,4000,1,4,0,0,1
"6190",35369,0,0,53,0,0.915208479,10000,17,0,6,0,1
"6191",35376,0,0.567153705,59,0,1.024743814,4000,20,0,3,0,2
"6192",35377,1,0.984000696,43,2,0.782817997,5400,8,1,2,0,2
"6193",35380,0,0.034156225,73,0,0.237601851,9940,8,0,3,0,0
"6194",35383,0,0.049480393,61,0,0.692250373,1341,9,0,1,0,0
"6195",35385,0,0.006825298,51,0,0.148077448,7333,7,0,1,0,0
"6196",35395,1,0.982514571,39,4,0.071997382,9166,6,1,0,1,2
"6197",35399,1,0.710742975,59,0,1.56117815,7706,11,0,9,0,0
"6198",35402,0,0.850709697,46,0,0.541390972,6800,18,0,2,0,1
"6199",35405,0,0.947744316,44,0,0.383846794,1200,5,0,0,0,3
"6200",35423,1,0.899631902,42,0,1.496201519,2500,12,0,2,0,0
"6201",35430,0,0.060133432,85,1,0.159478261,11499,19,0,0,0,1
"6202",35431,1,0.9999999,64,0,0.004470939,2683,1,1,0,0,0
"6203",35434,0,0.052080724,42,0,0.012879789,9083,18,0,0,0,0
"6204",35435,0,0.968206359,68,1,0.217754905,6217,5,0,0,0,0
"6205",35440,0,1.114863364,45,5,0.828821324,2400,5,0,1,0,1
"6206",35454,1,1.257881381,25,0,0.669402985,2679,8,0,0,0,1
"6207",35459,1,0.037610065,44,0,0.225149701,8349,22,0,1,0,0
"6208",35461,1,0.9999999,41,2,0.078839159,12645,2,3,0,1,1
"6209",35466,0,0.012095516,58,0,0.521770748,11000,11,0,2,0,0
"6210",35486,0,0.156390489,52,1,0.264929273,14350,14,0,1,0,1
"6211",35494,0,0.280902176,47,0,0.088048838,8517,5,0,0,0,3
"6212",35497,0,0.050778193,33,0,0.124808966,1962,3,0,0,0,0
"6213",35502,0,0.033587848,82,0,0.023992003,3000,5,0,0,0,0
"6214",35509,1,0.9999999,39,0,0.067364846,7065,1,0,0,0,1
"6215",35512,0,0.155525949,42,0,0.892586773,7000,13,0,4,0,3
"6216",35514,0,0.522730303,26,0,0.284318081,2250,4,0,0,0,0
"6217",35536,0,0.03548179,53,2,0.358142635,4500,12,0,0,0,0
"6218",35549,1,0.71138756,28,0,0.103075644,2405,5,0,0,0,1
"6219",35551,0,0.561655041,68,0,0.484303139,5000,10,0,1,0,0
"6220",35553,0,0.91830129,56,0,0.336536859,18000,12,0,2,0,0
"6221",35557,0,0,71,0,0.12848394,8000,17,0,1,0,0
"6222",35562,0,0,50,0,0.243522073,4167,11,0,2,0,0
"6223",35571,0,0.066199547,44,0,0.77967298,8500,8,0,2,0,1
"6224",35574,1,0.539984348,31,0,0.52707152,10933,11,0,1,0,2
"6225",35579,0,0.521190578,59,0,0.403714736,5706,6,0,2,0,0
"6226",35587,0,0.054147293,64,0,0.008062484,3968,3,0,0,0,0
"6227",35590,1,0.9999999,30,0,0.467213115,1463,6,1,0,1,0
"6228",35593,0,0.079565395,39,0,0.918481643,4820,13,0,2,0,0
"6229",35595,0,0.180385289,26,0,0.069103433,9000,5,0,0,0,0
"6230",35619,1,0.006883704,44,1,0.220026896,9666,12,0,1,0,5
"6231",35625,0,0.967536684,30,0,0.808282756,2800,6,0,1,0,0
"6232",35626,0,0.66352097,86,0,0.099192065,12500,5,0,1,0,1
"6233",35629,0,0,38,0,0.128974205,5000,5,0,0,0,2
"6234",35648,0,0.019263594,33,2,0.194794001,5800,11,1,1,1,0
"6235",35653,0,0.013282087,55,0,0.165575916,4583,7,0,1,0,0
"6236",35659,0,0.9999999,46,0,0,2000,0,0,0,0,0
"6237",35663,0,0.155644438,79,0,0.161186331,4652,4,0,0,0,0
"6238",35672,0,0.37284649,60,0,0.252062328,12000,8,0,2,0,2
"6239",35674,0,0.892249159,34,0,0.363729859,5833,10,0,0,0,0
"6240",35683,0,0.9999999,60,0,0.33694294,2400,3,0,0,0,0
"6241",35684,0,0,66,0,0.42242277,2880,8,0,3,0,0
"6242",35692,0,0.312819382,64,0,0.698354662,2734,7,0,1,0,0
"6243",35693,0,0.005040968,88,0,0.385868065,3622,10,0,1,0,0
"6244",35695,0,0.040100868,68,0,0.19658427,11124,8,0,2,0,1
"6245",35704,0,0.014408215,40,0,0.06344301,5500,4,0,0,0,1
"6246",35708,1,0.548682969,62,0,0.574062165,4664,12,0,2,0,0
"6247",35713,0,0.490733692,40,1,0.413547758,10259,14,0,3,0,4
"6248",35719,1,0.026524717,83,0,0.016183986,3521,7,0,0,0,0
"6249",35722,1,0.943862932,51,0,0.668704923,6377,21,0,2,0,1
"6250",35731,0,0.166166767,55,0,0.535011355,5283,9,0,1,0,0
"6251",35732,1,0.11159557,44,0,0.726177569,8300,12,0,2,0,1
"6252",35752,0,0.9999999,61,0,0.209251897,2766,2,0,0,0,0
"6253",35757,0,0.808104215,61,1,1.879450344,1600,12,0,2,0,0
"6254",35758,0,0.349732079,54,0,0.510516033,8700,19,0,2,0,0
"6255",35760,0,0.013955999,75,0,0.233981281,4166,10,0,1,0,0
"6256",35767,1,0.9999999,49,0,0.023731751,15000,1,1,1,0,3
"6257",35785,1,0.020616011,70,1,0.129865772,2979,6,0,0,0,0
"6258",35796,1,1.065379441,83,2,0.458391017,6500,10,1,0,3,0
"6259",35799,1,0.15661351,60,4,0.134643307,10330,9,0,1,0,0
"6260",35800,0,0.119030299,49,0,0.747907064,10630,13,0,1,0,1
"6261",35803,0,0.9999999,27,0,0.194041552,2550,1,1,0,0,0
"6262",35804,0,0.377396888,69,0,0.482122261,2600,12,0,0,0,1
"6263",35811,1,0.170367107,45,0,0.346446425,4600,11,0,0,1,3
"6264",35814,1,0.590178183,29,0,0.198063105,3200,3,2,0,0,0
"6265",35829,1,0.562550401,66,0,0.209309723,9430,15,0,1,0,0
"6266",35830,1,0.913071475,49,1,0.704683196,3629,12,2,1,3,3
"6267",35835,0,0.06213302,73,1,1.70006035,1656,9,1,2,0,0
"6268",35838,0,0.056692189,44,1,0.421852504,6250,14,0,1,0,2
"6269",35851,0,0.006260182,44,0,0.154223667,16300,22,0,1,0,2
"6270",35853,0,0.019643492,65,0,0.005804312,2411,6,0,0,0,0
"6271",35861,0,0.019685216,87,0,0.002147363,7450,5,0,0,0,0
"6272",35867,0,0.787304954,33,0,0.196691511,5500,8,0,0,0,2
"6273",35868,0,0.016499313,82,0,0.384323135,5000,4,0,1,0,1
"6274",35873,1,0.154724314,44,0,0.727416799,4416,10,0,3,0,0
"6275",35878,0,0.266945923,59,0,0.935565155,8333,23,0,3,0,0
"6276",35882,0,0.060537692,47,0,0.906582105,5833,14,0,1,0,0
"6277",35889,0,0.41667772,42,0,0.467435504,15000,10,0,2,0,0
"6278",35902,0,0.23252859,29,0,0.050721955,2700,7,0,0,0,1
"6279",35905,0,0.911286367,45,1,0.228270261,5786,5,0,0,2,0
"6280",35907,0,1.01039896,40,0,0.054899109,5500,5,0,0,0,2
"6281",35917,0,0.9999999,64,0,0.097403206,10666,1,0,1,0,1
"6282",35918,1,1.238451935,30,1,0.114647559,6000,5,0,0,1,0
"6283",35922,0,0.046342734,57,0,0.306670476,7000,9,0,2,0,0
"6284",35923,0,0.823478992,53,0,1.023859763,6160,14,0,2,0,0
"6285",35924,1,0.909331568,22,0,0.212524983,1500,4,0,0,0,0
"6286",35925,0,0.516241879,54,0,0.0089982,3333,1,0,0,0,0
"6287",35926,1,0.9999999,53,0,0.039112051,5675,0,0,0,0,0
"6288",35943,0,0,59,1,0.774890044,2500,8,0,1,0,0
"6289",35950,1,0.71127406,59,2,0.509535271,5400,4,0,1,0,1
"6290",35953,0,0.084898302,53,2,0.918012613,6500,11,0,3,0,2
"6291",35958,0,0.119618426,30,0,0.499066915,3750,15,0,1,0,1
"6292",35962,0,0.9999999,46,0,0.202889141,6160,12,0,1,0,1
"6293",35977,0,0.983929528,52,0,0.260496183,4191,4,0,0,0,1
"6294",35989,0,0.518202556,47,0,0.467588735,6000,7,0,2,0,3
"6295",35992,1,0.9999999,28,0,0,1,0,0,0,0,1
"6296",36008,0,0.031512013,51,0,0.946812321,5583,8,0,1,0,0
"6297",36021,0,0.9999999,29,0,0.173237091,1800,1,0,0,0,1
"6298",36024,1,0.804095672,25,0,1.051771117,1100,7,0,0,0,0
"6299",36029,0,0.06058819,67,0,0.027988804,2500,7,0,0,0,0
"6300",36036,0,0.870981182,40,2,0.978010995,2000,6,0,1,0,0
"6301",36037,0,0,25,1,0.114516129,3099,2,0,0,0,0
"6302",36041,1,0.275816123,37,1,0.131420639,2160,5,0,0,0,4
"6303",36044,1,0.9999999,33,0,0.651449517,3000,2,2,1,0,3
"6304",36046,0,0.048454565,44,0,0.312662035,9642,15,0,2,0,2
"6305",36047,1,0.291048264,69,0,1.14624393,3500,19,2,2,0,0
"6306",36051,1,0.873250269,30,0,0.503749375,6000,9,0,1,0,0
"6307",36056,0,0.032848818,70,0,0.2740751,7216,15,0,3,0,0
"6308",36066,1,0.027671022,31,0,0.243180546,12500,9,0,0,0,2
"6309",36073,0,0.177812864,65,0,0.188816449,3987,9,0,0,0,1
"6310",36076,0,0.001137892,70,0,0.522670475,2800,7,0,1,0,0
"6311",36080,1,0.906996958,29,0,0.140599807,3100,3,0,0,1,1
"6312",36086,0,0.007413918,57,0,0.21670685,7050,10,0,1,0,3
"6313",36089,1,0.9999999,38,0,0.031230481,1600,2,2,0,0,0
"6314",36102,0,0.121762915,51,0,0.340933216,21666,14,0,3,0,2
"6315",36104,0,0.041268337,54,0,0.036801454,2200,16,0,0,0,0
"6316",36114,1,0.879282219,42,2,0.094055013,5634,3,2,0,0,2
"6317",36120,0,0.287515568,51,0,0.364037759,6567,13,0,2,0,0
"6318",36125,1,0,44,1,0.326398968,6200,4,0,1,0,2
"6319",36133,1,0.9999999,43,3,1.024390244,5616,4,0,2,1,0
"6320",36135,1,0.119851436,43,0,0.706151832,4583,9,0,4,0,0
"6321",36137,0,0.000172226,64,0,0.0009998,5000,14,0,0,0,0
"6322",36149,0,0.331091545,51,0,0.259365757,12171,8,0,2,0,3
"6323",36151,1,0.577800076,47,0,0.366492626,10916,11,0,1,0,1
"6324",36153,0,0.903378498,61,0,0.320030407,2630,3,0,0,0,0
"6325",36155,1,0.887058564,41,3,0.725210084,2379,12,0,1,1,1
"6326",36159,0,0.9999999,39,0,0.283444387,1950,4,0,0,0,0
"6327",36160,1,0.567755229,54,0,0.223847019,8000,11,0,1,0,0
"6328",36163,1,0.806607449,35,1,0.273698725,2900,12,0,0,0,2
"6329",36180,0,0.232264621,58,0,0.094381124,5000,6,0,0,0,0
"6330",36183,0,0.018230466,41,1,0.489560835,4166,13,0,1,0,0
"6331",36186,0,0.090968011,76,0,0.006570803,10500,7,0,0,0,0
"6332",36200,0,0.011471816,68,0,0.151056596,15000,6,0,1,0,0
"6333",36216,0,0.050330832,28,0,0.085457271,2000,9,0,0,0,0
"6334",36222,0,1.005554994,34,0,0.613233557,7616,8,0,2,0,1
"6335",36223,0,0.024108172,46,0,0.177164567,5000,9,0,1,0,0
"6336",36225,0,0,73,0,0,3071,1,0,0,0,0
"6337",36229,0,0.837968582,70,0,0.928434912,4708,10,0,2,0,0
"6338",36231,0,0.295132112,77,0,0.484577749,4700,19,0,0,0,0
"6339",36232,0,0,33,0,0.273622813,7714,5,0,1,0,2
"6340",36233,0,0.087716728,64,0,0.290064596,3250,13,0,1,0,0
"6341",36247,1,0.9999999,39,0,0.106679035,2155,1,2,0,0,3
"6342",36252,0,0.161307564,59,1,0.4827452,7707,14,0,3,0,0
"6343",36255,0,0.184332734,73,0,0.102951764,4166,5,0,0,0,1
"6344",36260,1,0.081323514,56,0,0.411291904,5100,11,1,2,0,0
"6345",36264,0,0.640463211,40,1,0.267941132,6590,7,0,1,0,1
"6346",36265,1,0.773660803,50,0,0.42251107,7000,17,0,1,0,1
"6347",36266,0,0.071714902,57,0,0.480757915,8496,15,0,2,0,0
"6348",36283,1,0.315689981,45,0,0.090191993,6718,5,0,0,1,4
"6349",36295,0,0.859626817,55,0,0.83833408,2232,6,0,1,0,1
"6350",36307,0,0.010321089,52,0,0.241524762,6400,11,0,1,0,1
"6351",36322,0,0.179581283,34,0,0.060336763,2137,5,0,0,0,0
"6352",36330,0,0.00944392,51,0,0.001756852,2845,3,0,0,0,1
"6353",36333,0,0.219096285,46,0,0.543482434,5208,10,0,1,0,1
"6354",36343,0,0.104748408,40,0,0.588983821,5500,20,0,2,0,2
"6355",36348,0,0.042558298,86,0,0.004427939,7000,7,0,0,0,0
"6356",36359,0,0.062197927,74,0,0.249821454,7000,8,0,1,0,0
"6357",36362,0,0.478835045,51,0,0.281414287,9700,13,0,1,0,0
"6358",36366,1,0.342832146,47,1,0.259490844,2238,2,4,0,0,2
"6359",36368,1,0.409644307,63,0,0.32230908,3325,6,0,0,0,0
"6360",36380,0,0.029373588,52,0,0.146672703,4417,8,0,0,0,0
"6361",36382,0,0.137918407,58,0,0.387323944,3833,17,0,0,0,0
"6362",36387,0,0.005067146,66,0,0.422603627,6175,20,0,3,0,0
"6363",36398,0,0.260962051,64,0,0.688278505,3130,10,0,1,0,2
"6364",36402,1,0.924624419,46,3,0.552141802,3384,7,0,0,1,0
"6365",36407,0,0.088784045,45,0,0.561370482,2655,17,0,1,0,2
"6366",36420,1,1.162879476,67,3,0.431827269,2500,2,1,1,0,0
"6367",36422,0,0.578027466,82,0,0.443701971,2992,5,0,1,0,0
"6368",36430,0,0.041233365,44,0,0.50354481,5500,6,0,2,0,3
"6369",36439,1,0.168511246,27,2,0.177239523,2600,5,0,0,0,1
"6370",36444,0,0,59,0,0.272282493,4700,15,0,1,0,0
"6371",36445,1,0.998461775,51,1,0.458009255,10156,6,1,2,2,1
"6372",36460,0,0.002888109,50,0,0.505998154,3250,13,0,1,0,0
"6373",36463,0,0.256476863,58,0,0.882512182,1846,12,0,2,0,0
"6374",36481,0,0.000155552,50,0,0.36654558,5780,11,0,1,0,2
"6375",36482,0,0.544222385,38,0,0.175877674,14583,4,0,0,0,3
"6376",36484,0,0.028430311,63,0,0.273962168,7876,11,0,1,0,2
"6377",36488,0,0.064705722,49,0,0.147107166,6083,7,0,1,0,1
"6378",36490,1,0.870458838,32,3,1.146246344,3076,14,0,2,1,0
"6379",36495,1,0.233900814,38,0,0.888187949,4596,7,1,2,0,0
"6380",36496,0,0.001878086,65,0,0.496138119,2200,18,0,2,0,0
"6381",36503,0,0.002428522,84,0,0.149323927,1700,9,0,0,0,1
"6382",36508,0,0.007983315,79,0,0.164645161,3874,8,0,1,0,0
"6383",36510,0,0.9999999,55,0,0,4463.88341598126,0,0,0,0,1
"6384",36516,0,0.778487851,56,0,0.477210501,6208,9,0,2,0,0
"6385",36526,0,0.9999999,25,0,0.622327131,3600,8,0,1,0,0
"6386",36528,0,0.65087211,58,1,0.655409909,4500,23,0,1,0,0
"6387",36533,0,0.135982454,68,1,0.204804805,3329,6,0,1,0,1
"6388",36545,0,0.10945934,48,0,0.269565217,3334,4,0,0,0,0
"6389",36551,0,0.021955561,85,0,0.01390059,2373,9,0,0,0,0
"6390",36562,0,0.449421706,44,1,0.349107712,6275,13,0,1,0,4
"6391",36564,0,0,62,0,0.066692554,10300,7,0,0,0,0
"6392",36565,0,0.120984877,36,0,0.333148251,1800,10,0,0,0,0
"6393",36566,0,0.162288036,60,0,0.028561577,17400,9,0,0,0,0
"6394",36575,1,1.090670171,43,0,0.097787436,5061,2,0,0,1,4
"6395",36576,0,0.081232217,54,0,0.391604137,4930,5,0,1,0,1
"6396",36584,0,0.141985054,59,0,0.229911572,2600,4,0,1,0,0
"6397",36585,1,0.782801911,29,4,0.17689243,3764,4,0,0,0,1
"6398",36595,0,0.055865251,71,0,0.053038866,11500,8,0,0,0,0
"6399",36598,0,0.006249805,48,1,0.183563287,5000,5,0,1,0,3
"6400",36606,1,0.035312292,53,1,0.167230584,25712,22,1,2,0,0
"6401",36615,0,0.610243136,46,0,0.20042523,7054,4,0,0,0,1
"6402",36621,1,0.981555032,42,1,0.553602243,9271,21,0,2,0,1
"6403",36622,1,0.9999999,53,0,0.244883041,1367,1,0,0,1,0
"6404",36625,0,0.11935992,78,0,0.332370584,4500,12,0,2,0,0
"6405",36627,1,0.533291945,60,1,1.690344646,3800,17,0,2,0,0
"6406",36630,0,0.265629321,48,4,0.321996186,12583,14,0,3,1,0
"6407",36632,0,0.292193108,58,0,0.230043048,13240,7,0,2,0,0
"6408",36638,0,0.019091536,79,0,0.013397321,5000,11,0,0,0,1
"6409",36646,0,0.135878513,49,0,0.35851677,14400,15,0,2,0,0
"6410",36651,0,0.033259868,54,0,0.152961981,7916,12,0,2,0,2
"6411",36654,1,0.011595931,64,0,0.459478758,2800,10,0,0,0,0
"6412",36658,1,0.546625459,40,1,0.098308891,14250,4,1,0,0,0
"6413",36659,0,0.03029809,59,0,0.222591362,6320,19,0,1,0,0
"6414",36664,0,0.089191638,26,0,0.266103954,2250,8,0,0,0,0
"6415",36671,0,0.455814994,61,1,1.378330373,3377,11,0,1,0,0
"6416",36675,0,0.029815555,74,0,0.010114764,5140,4,0,0,0,0
"6417",36678,0,0.022883505,44,0,0.076769248,9000,8,0,1,0,0
"6418",36680,0,0.020334206,51,1,0.000799929,11250,3,0,0,0,2
"6419",36684,0,0.858045913,54,0,0.415558444,10000,13,0,3,0,1
"6420",36689,0,0.018632423,44,0,0.462209945,9049,17,0,2,0,2
"6421",36692,0,0.479860806,35,0,0.107678464,3333,2,0,0,0,2
"6422",36694,1,0.536846315,30,0,0.38277144,7800,12,0,0,0,2
"6423",36695,1,1.026564062,53,5,1.253898441,2500,8,0,1,1,2
"6424",36705,1,0.884452165,40,2,0.93304767,5600,12,0,1,0,0
"6425",36706,0,0.514148585,50,0,0.571777571,8595,11,0,3,0,3
"6426",36718,1,0.42108178,51,0,0.194532338,7900,7,0,1,1,2
"6427",36727,1,0.431188088,56,0,0.708756969,3048,12,0,1,1,0
"6428",36733,1,0.62871442,46,0,0.96383936,6000,15,0,2,0,0
"6429",36735,1,0.400962572,43,0,0.252668176,12367,8,0,1,0,0
"6430",36736,0,0.456166962,62,0,0.367258553,4617,12,0,0,0,0
"6431",36737,0,0.113791274,36,0,0.301339732,5000,9,0,2,0,1
"6432",36742,1,1.11887568,71,4,0.322468903,6350,15,0,0,1,0
"6433",36744,0,0.016249729,70,0,0.280466873,2912,10,0,1,0,0
"6434",36751,0,0.076586734,74,0,0.167643865,4604,11,0,0,0,0
"6435",36752,0,0.007322964,69,0,0.182364729,10478,10,0,1,0,1
"6436",36763,0,0.871192746,51,0,0.306923269,4000,4,0,0,0,0
"6437",36764,1,0.915273643,39,1,1.079053149,2238,10,0,0,2,0
"6438",36767,0,1.019258308,47,0,0.334261192,4310,11,1,0,0,3
"6439",36768,0,0.990438618,59,0,0.259894569,11950,10,0,2,0,1
"6440",36777,0,0.513357565,58,0,0.468711381,8900,17,0,1,0,1
"6441",36781,0,0.007293903,44,0,0.861914844,4250,5,0,2,0,0
"6442",36788,0,0.824175824,43,0,1.062915065,2860,6,0,2,0,0
"6443",36790,0,0.577964301,56,0,0.336087659,5566,9,0,0,0,0
"6444",36792,1,0.9999999,26,2,0.643236489,3200,5,0,1,0,0
"6445",36794,0,0.012986314,70,0,0.206890283,11000,8,0,1,0,1
"6446",36795,0,0.016255783,68,0,0.132770466,12080,21,0,2,0,0
"6447",36809,0,0.787925655,40,0,1.200095359,6291,9,0,2,0,1
"6448",36814,0,0.004169444,47,1,0.46730484,14833,10,0,1,0,0
"6449",36820,0,0.688213987,58,0,0.316698656,3125,11,0,0,0,0
"6450",36833,1,0.9999999,26,0,0.168559746,2200,3,1,0,0,0
"6451",36844,0,0.396470775,55,0,0.580458539,14000,11,0,2,0,0
"6452",36845,1,0.9999999,57,0,0,3187.95206752309,1,1,0,0,0
"6453",36852,0,0.00181814,46,0,1.512349225,1740,10,0,3,0,0
"6454",36858,0,0.027466463,59,0,0.58105213,4200,27,0,2,0,1
"6455",36869,1,0.909036051,37,0,0.900774806,4000,12,0,0,0,2
"6456",36873,0,0.160406197,40,0,1.095478204,6147,6,0,3,0,0
"6457",36887,0,0.540972266,55,0,0.419354839,2200,7,0,0,0,0
"6458",36892,0,0.43517291,65,0,0.3105603,4800,6,0,1,0,0
"6459",36898,0,0.9999999,42,0,0.349928367,5583,5,0,1,0,2
"6460",36907,1,0.858156028,31,2,0.15390163,6932,4,0,0,1,0
"6461",36908,0,0.013923261,59,0,0.537395749,7433,6,0,2,0,0
